Summary Level,State code,County Code,Place code,Place Type,Census Tract ,Description of area,Total Population,Total Population: Hispanic or Latino,"Total Population: White alone, not Hispanic or Latino","Total Population: Black or African American alone, not Hispanic or Latino","Total Population: American Indian and Alaska Native alone, not Hispanic or Latino","Total Population: Asian alone, not Hispanic or Latino","Total Population: Native Hawaiian and Other Pacific Islander alone, not Hispanic or Latino","Total Population: Some Other Race alone, not Hispanic or Latino","Total Population: Two or More Races, not Hispanic or Latino",Total Housing Units,Occupied Housing Units,Vacant Housing Units
140,06,037,,,262501,Census Tract 2625.01,3662,158,3290,11,2,120,2,14,65,1508,1436,72
140,06,037,,,262601,Census Tract 2626.01,3660,123,3075,44,1,311,1,13,92,1459,1395,64
140,06,037,,,262604,Census Tract 2626.04,6092,294,5154,31,8,399,4,14,188,2661,2525,136
140,06,037,,,262704,Census Tract 2627.04,3567,179,3106,31,5,158,0,5,83,1784,1612,172
140,06,037,,,262706,Census Tract 2627.06,3563,172,3110,21,3,146,1,13,97,1428,1343,85
140,06,037,,,262802,Census Tract 2628.02,3759,136,3337,25,3,154,4,3,97,1667,1524,143
140,06,037,,,264000,Census Tract 2640,3358,135,2928,21,5,148,1,5,115,1427,1329,98
140,06,037,,,264102,Census Tract 2641.02,2873,181,2244,51,0,284,0,3,110,1799,1660,139
140,06,037,,,264103,Census Tract 2641.03,2319,117,1812,35,5,256,3,13,78,1586,1414,172
140,06,037,,,264301,Census Tract 2643.01,4646,318,3524,63,3,576,2,9,151,3175,2869,306
140,06,037,,,264302,Census Tract 2643.02,5683,286,4576,74,5,484,7,17,234,3185,2906,279
140,06,037,,,265100,Census Tract 2651,2489,117,2140,29,0,112,0,2,89,1481,1223,258
140,06,037,,,265201,Census Tract 2652.01,2608,127,1985,21,1,346,0,4,124,1065,965,100
140,06,037,,,265202,Census Tract 2652.02,3611,196,2482,48,3,716,1,10,155,2447,2048,399
140,06,037,,,265301,Census Tract 2653.01,9344,1418,2956,303,0,4053,17,24,573,8,8,0
140,06,037,,,265303,Census Tract 2653.03,4523,614,1793,98,5,1767,6,19,221,1841,1732,109
140,06,037,,,265304,Census Tract 2653.04,3570,530,1615,76,7,1168,7,11,156,1184,1096,88
140,06,037,,,265305,Census Tract 2653.05,4082,363,2107,103,6,1297,3,19,184,2110,2009,101
140,06,037,,,265410,Census Tract 2654.10,1576,101,1217,87,5,108,0,3,55,678,635,43
140,06,037,,,265420,Census Tract 2654.20,1811,76,1411,31,0,229,1,4,59,771,734,37
140,06,037,,,265510,Census Tract 2655.10,4234,296,2030,88,6,1622,6,8,178,2557,2299,258
140,06,037,,,265520,Census Tract 2655.20,4561,260,3161,96,7,815,5,17,200,2433,2284,149
140,06,037,,,265601,Census Tract 2656.01,2890,168,2159,25,2,380,3,4,149,1476,1376,100
140,06,037,,,265602,Census Tract 2656.02,3042,132,2435,40,0,292,0,3,140,1852,1575,277
140,06,037,,,265700,Census Tract 2657,4720,210,3859,92,2,360,1,11,185,2704,2447,257
140,06,037,,,267100,Census Tract 2671,6087,370,4471,139,5,814,4,14,270,3023,2861,162
140,06,037,,,267200,Census Tract 2672,5927,452,4009,105,4,1035,2,20,300,3071,2874,197
140,06,037,,,267300,Census Tract 2673,3680,731,1559,161,6,1034,7,14,168,2222,1984,238
140,06,037,,,267402,Census Tract 2674.02,4580,613,2950,135,7,659,7,17,192,2721,2490,231
140,06,037,,,267403,Census Tract 2674.03,3011,399,1881,55,5,520,3,9,139,1851,1690,161
140,06,037,,,267404,Census Tract 2674.04,2806,309,1784,74,1,517,1,7,113,1698,1569,129
140,06,037,,,267501,Census Tract 2675.01,5379,1760,2190,135,5,1081,3,20,185,2700,2487,213
140,06,037,,,267502,Census Tract 2675.02,3243,729,1651,84,2,629,3,17,128,1694,1569,125
140,06,037,,,267600,Census Tract 2676,2549,597,1109,58,4,668,1,8,104,1258,1175,83
140,06,037,,,267700,Census Tract 2677,2990,558,1221,70,1,995,6,11,128,1762,1529,233
140,06,037,,,267800,Census Tract 2678,2917,253,1945,53,6,485,1,8,166,1269,1216,53
140,06,037,,,267901,Census Tract 2679.01,2428,88,2010,23,2,251,2,0,52,1812,1514,298
140,06,037,,,267902,Census Tract 2679.02,3375,191,2603,68,0,362,3,16,132,1784,1655,129
140,06,037,,,269000,Census Tract 2690,5138,434,3960,160,11,395,1,39,138,2461,2273,188
140,06,037,,,269100,Census Tract 2691,4359,189,3752,80,2,170,2,34,130,2090,1934,156
140,06,037,,,269300,Census Tract 2693,3885,270,3076,42,0,353,0,12,132,1559,1503,56
140,06,037,,,269500,Census Tract 2695,4043,158,3490,59,0,223,2,24,87,1451,1407,44
140,06,037,,,269601,Census Tract 2696.01,3413,2190,302,704,8,104,2,18,85,1067,1003,64
140,06,037,,,269602,Census Tract 2696.02,3252,1740,782,491,3,159,1,16,60,1148,1099,49
140,06,037,,,269700,Census Tract 2697,4085,1474,1453,514,8,431,29,19,157,1722,1621,101
140,06,037,,,269800,Census Tract 2698,3458,899,1331,385,11,673,8,26,125,1699,1600,99
140,06,037,,,269903,Census Tract 2699.03,3650,1068,1170,378,7,866,11,32,118,1804,1710,94
140,06,037,,,269904,Census Tract 2699.04,3902,843,1591,440,9,835,8,29,147,2275,2126,149
140,06,037,,,269905,Census Tract 2699.05,2423,752,778,274,14,489,4,18,94,1379,1277,102
140,06,037,,,269906,Census Tract 2699.06,2878,669,1129,290,5,669,5,12,99,1618,1505,113
140,06,037,,,269907,Census Tract 2699.07,2761,661,1033,333,6,593,1,14,120,1473,1385,88
140,06,037,,,270100,Census Tract 2701,4412,911,1771,471,8,1022,11,34,184,2510,2379,131
140,06,037,,,270200,Census Tract 2702,3761,2209,761,368,5,270,37,18,93,1320,1228,92
140,06,037,,,270300,Census Tract 2703,2364,826,353,904,8,174,1,28,70,943,886,57
140,06,037,,,271100,Census Tract 2711,2449,468,1316,61,0,475,1,14,114,1009,967,42
140,06,037,,,271200,Census Tract 2712,2525,832,837,96,5,672,7,8,68,1199,1127,72
140,06,037,,,271300,Census Tract 2713,4506,863,2383,113,4,916,10,20,197,2105,2002,103
140,06,037,,,271400,Census Tract 2714,3391,446,2365,29,3,392,10,11,135,1381,1344,37
140,06,037,,,271500,Census Tract 2715,2937,328,1971,54,6,452,0,15,111,1388,1331,57
140,06,037,,,271600,Census Tract 2716,4475,450,2184,95,8,1554,4,11,169,2020,1914,106
140,06,037,,,271701,Census Tract 2717.01,5850,802,3024,274,12,1469,6,40,223,2956,2805,151
140,06,037,,,271702,Census Tract 2717.02,4134,571,1695,174,3,1523,2,13,153,1962,1863,99
140,06,037,,,271801,Census Tract 2718.01,3635,1234,1205,183,6,855,4,23,125,1793,1690,103
140,06,037,,,271802,Census Tract 2718.02,5911,1501,2138,483,10,1507,10,28,234,2766,2600,166
140,06,037,,,271901,Census Tract 2719.01,3087,870,1363,220,2,508,6,7,111,1354,1286,68
140,06,037,,,271902,Census Tract 2719.02,3877,926,2173,124,4,479,6,19,146,1888,1796,92
140,06,037,,,272100,Census Tract 2721,4354,1061,2646,76,9,373,11,33,145,1836,1775,61
140,06,037,,,272201,Census Tract 2722.01,2411,917,1060,107,9,244,1,11,62,1145,1095,50
140,06,037,,,272202,Census Tract 2722.02,3378,1466,1324,131,14,306,7,27,103,1585,1519,66
140,06,037,,,272301,Census Tract 2723.01,2941,911,1422,145,2,344,6,18,93,1351,1277,74
140,06,037,,,272302,Census Tract 2723.02,4074,2041,1380,186,12,354,3,12,86,1988,1880,108
140,06,037,,,273100,Census Tract 2731,2197,488,1460,47,2,132,1,3,64,1630,873,757
140,06,037,,,273200,Census Tract 2732,3711,1281,1769,441,22,88,2,12,96,1710,1586,124
140,06,037,,,273300,Census Tract 2733,3695,1213,1830,380,7,113,10,12,130,1775,1639,136
140,06,037,,,273402,Census Tract 2734.02,3172,312,2463,110,12,143,7,22,103,2387,2095,292
140,06,037,,,273502,Census Tract 2735.02,2884,273,2249,93,13,124,4,10,118,1954,1765,189
140,06,037,,,273600,Census Tract 2736,2413,413,1727,82,8,90,2,20,71,1242,1149,93
140,06,037,,,273700,Census Tract 2737,2801,661,1845,49,8,126,4,8,100,1304,1245,59
140,06,037,,,273800,Census Tract 2738,3107,602,2081,86,16,208,3,17,94,1651,1569,82
140,06,037,,,273902,Census Tract 2739.02,4227,383,3376,128,4,182,12,12,130,2537,2306,231
140,06,037,,,274100,Census Tract 2741,4418,430,2965,216,4,601,13,13,176,2563,2333,230
140,06,037,,,274202,Census Tract 2742.02,4337,274,3560,152,4,215,2,4,126,2815,2438,377
140,06,037,,,275101,Census Tract 2751.01,1177,331,490,86,2,201,13,6,48,506,482,24
140,06,037,,,275102,Census Tract 2751.02,4226,2835,837,96,4,337,27,11,79,1395,1326,69
140,06,037,,,275200,Census Tract 2752,3887,1922,1201,196,8,430,13,18,99,1669,1583,86
140,06,037,,,275302,Census Tract 2753.02,4775,671,3061,219,4,608,9,26,177,2659,2522,137
140,06,037,,,275311,Census Tract 2753.11,4993,1398,2172,162,6,1038,20,17,180,2316,2202,114
140,06,037,,,275400,Census Tract 2754,3349,672,1941,113,7,457,9,21,129,1944,1663,281
140,06,037,,,275500,Census Tract 2755,5207,3698,676,322,10,398,25,16,62,1688,1643,45
140,06,037,,,275602,Census Tract 2756.02,6470,737,3211,709,10,1452,14,16,321,3739,3490,249
140,06,037,,,275603,Census Tract 2756.03,2711,945,946,102,8,599,2,19,90,1179,1132,47
140,06,037,,,276000,Census Tract 2760,5396,945,3430,191,7,570,9,20,224,2267,2184,83
140,06,037,,,276100,Census Tract 2761,5592,808,1123,2761,10,622,11,27,230,2962,2797,165
140,06,037,,,276400,Census Tract 2764,4009,464,2839,104,3,432,8,6,153,1586,1539,47
140,06,037,,,276500,Census Tract 2765,5063,933,3061,238,6,502,12,7,304,759,738,21
140,06,037,,,276601,Census Tract 2766.01,3838,450,2522,187,8,496,14,10,151,1754,1683,71
140,06,037,,,276603,Census Tract 2766.03,5252,558,3471,314,10,622,10,21,246,3280,3128,152
140,06,037,,,276604,Census Tract 2766.04,3983,591,2251,374,5,545,15,20,182,2287,2071,216
140,06,037,,,277000,Census Tract 2770,5395,753,3569,178,11,613,16,16,239,2196,2148,48
140,06,037,,,277100,Census Tract 2771,3004,724,1553,145,4,402,6,14,156,1124,1091,33
140,06,037,,,277200,Census Tract 2772,2490,766,511,803,4,246,11,23,126,1134,1051,83
140,06,037,,,277400,Census Tract 2774,1533,351,125,827,0,159,10,15,46,728,581,147
140,06,037,,,278001,Census Tract 2780.01,2458,626,1212,208,2,281,24,13,92,1012,963,49
140,06,037,,,278102,Census Tract 2781.02,3158,282,2465,137,5,154,3,5,107,1752,1595,157
140,06,037,,,291110,Census Tract 2911.10,3510,1477,27,1895,2,22,2,23,62,1194,1120,74
140,06,037,,,291120,Census Tract 2911.20,2210,1465,41,633,1,58,0,3,9,624,589,35
140,06,037,,,291130,Census Tract 2911.30,3582,2291,173,668,1,385,11,5,48,998,956,42
140,06,037,,,291210,Census Tract 2912.10,4967,3107,279,672,6,794,28,5,76,1504,1427,77
140,06,037,,,291220,Census Tract 2912.20,3353,2184,152,386,3,563,8,7,50,1012,959,53
140,06,037,,,291300,Census Tract 2913,2601,634,428,166,12,1235,20,2,104,997,967,30
140,06,037,,,292000,Census Tract 2920,6543,3909,720,862,6,899,29,15,103,1950,1806,144
140,06,037,,,293201,Census Tract 2932.01,6629,3526,1057,302,14,1563,29,26,112,2235,2123,112
140,06,037,,,293202,Census Tract 2932.02,6742,4702,449,426,13,909,115,22,106,1885,1783,102
140,06,037,,,293301,Census Tract 2933.01,2805,578,785,211,3,1114,19,2,93,1078,1044,34
140,06,037,,,293302,Census Tract 2933.02,4720,2109,1145,267,7,1036,40,1,115,1569,1524,45
140,06,037,,,293304,Census Tract 2933.04,4178,2632,634,297,7,476,37,8,87,1469,1369,100
140,06,037,,,293306,Census Tract 2933.06,2189,825,986,110,10,186,13,1,58,804,780,24
140,06,037,,,293307,Census Tract 2933.07,2306,1291,356,303,2,284,12,5,53,905,856,49
140,06,037,,,294110,Census Tract 2941.10,4140,3571,267,51,5,123,85,3,35,1081,1062,19
140,06,037,,,294120,Census Tract 2941.20,2370,2173,33,125,4,10,6,2,17,559,519,40
140,06,037,,,294200,Census Tract 2942,4951,4344,320,46,13,126,33,26,43,1359,1309,50
140,06,037,,,294301,Census Tract 2943.01,2448,1999,219,33,1,134,33,4,25,651,638,13
140,06,037,,,294302,Census Tract 2943.02,4754,4178,287,89,5,113,34,1,47,1266,1202,64
140,06,037,,,294410,Census Tract 2944.10,4579,1875,618,1095,5,781,62,15,128,1621,1570,51
140,06,037,,,294421,Census Tract 2944.21,2950,2093,257,195,2,340,15,7,41,952,906,46
140,06,037,,,294510,Census Tract 2945.10,4214,3916,162,48,3,48,17,2,18,1107,1040,67
140,06,037,,,294520,Census Tract 2945.20,3564,3374,97,34,7,37,3,6,6,913,882,31
140,06,037,,,294610,Census Tract 2946.10,4065,3753,168,44,10,55,10,3,22,1162,1120,42
140,06,037,,,294620,Census Tract 2946.20,4219,4029,62,72,2,29,7,6,12,1087,1049,38
140,06,037,,,294701,Census Tract 2947.01,3019,2630,127,183,11,31,14,2,21,965,883,82
140,06,037,,,294810,Census Tract 2948.10,3991,3721,65,88,3,27,53,6,28,1020,964,56
140,06,037,,,294820,Census Tract 2948.20,3579,3376,85,72,18,17,6,0,5,934,902,32
140,06,037,,,294830,Census Tract 2948.30,3707,3340,114,143,15,41,6,20,28,1022,961,61
140,06,037,,,294900,Census Tract 2949,3265,2892,118,149,6,42,40,1,17,806,767,39
140,06,037,,,295103,Census Tract 2951.03,4875,1058,2988,148,11,501,4,7,158,2084,2028,56
140,06,037,,,296210,Census Tract 2962.10,3019,2512,191,213,8,29,14,5,47,952,896,56
140,06,037,,,296220,Census Tract 2962.20,4307,2809,558,492,8,339,12,7,82,1788,1625,163
140,06,037,,,296300,Census Tract 2963,4221,1481,1741,267,8,552,10,12,150,1844,1767,77
140,06,037,,,296401,Census Tract 2964.01,3191,777,1885,122,10,255,7,18,117,1397,1338,59
140,06,037,,,296402,Census Tract 2964.02,3091,1607,1181,91,11,103,3,7,88,1143,1107,36
140,06,037,,,296500,Census Tract 2965,3910,2847,518,357,8,131,5,5,39,1339,1245,94
140,06,037,,,296600,Census Tract 2966,5218,3696,939,307,22,147,19,7,81,1973,1786,187
140,06,037,,,296901,Census Tract 2969.01,4127,2492,1007,266,12,191,19,17,123,1635,1499,136
140,06,037,,,296902,Census Tract 2969.02,3851,2080,1265,256,9,142,18,4,77,1703,1582,121
140,06,037,,,297000,Census Tract 2970,5343,1531,3256,150,15,199,12,5,175,2412,2299,113
140,06,037,,,297110,Census Tract 2971.10,4679,3019,955,383,21,148,44,23,86,1727,1553,174
140,06,037,,,297120,Census Tract 2971.20,3315,2303,609,181,12,138,11,12,49,1192,1094,98
140,06,037,,,297201,Census Tract 2972.01,3475,1927,990,255,16,147,18,13,109,1430,1319,111
140,06,037,,,297202,Census Tract 2972.02,3423,1288,1721,125,11,136,9,10,123,1487,1384,103
140,06,037,,,297300,Census Tract 2973,2374,516,1528,107,2,113,16,2,90,885,843,42
140,06,037,,,297400,Census Tract 2974,3603,552,2709,68,11,159,0,6,98,1657,1578,79
140,06,037,,,297500,Census Tract 2975,5163,1465,3073,187,12,224,12,26,164,2221,2080,141
140,06,037,,,297601,Census Tract 2976.01,2594,699,1300,289,14,133,18,11,130,1315,1165,150
140,06,037,,,297602,Census Tract 2976.02,3503,1130,1871,205,23,152,7,4,111,1806,1664,142
140,06,037,,,300100,Census Tract 3001,6002,515,3909,37,4,1359,3,6,169,2068,2018,50
140,06,037,,,300200,Census Tract 3002,5546,496,2999,31,13,1864,0,7,136,1977,1912,65
140,06,037,,,300301,Census Tract 3003.01,6140,539,3737,35,8,1614,2,10,195,2185,2124,61
140,06,037,,,300400,Census Tract 3004,5740,948,3357,37,8,1196,5,14,175,2118,2033,85
140,06,037,,,300501,Census Tract 3005.01,3868,503,1945,20,7,1295,4,2,92,1336,1287,49
140,06,037,,,300502,Census Tract 3005.02,6026,862,3309,51,11,1622,4,15,152,2635,2510,125
140,06,037,,,300600,Census Tract 3006,8053,945,4827,59,13,1946,8,8,247,3303,3132,171
140,06,037,,,300701,Census Tract 3007.01,6144,580,4712,32,2,624,1,6,187,2253,2186,67
140,06,037,,,300702,Census Tract 3007.02,5604,362,4468,39,1,590,2,9,133,2139,2066,73
140,06,037,,,300800,Census Tract 3008,6947,853,4677,73,9,1098,2,13,222,2899,2763,136
140,06,037,,,300901,Census Tract 3009.01,6463,534,3981,40,5,1679,7,9,208,2356,2300,56
140,06,037,,,300902,Census Tract 3009.02,1998,251,1330,13,2,321,2,2,77,734,722,12
140,06,037,,,301000,Census Tract 3010,4841,905,2699,109,8,967,1,9,143,2174,1982,192
140,06,037,,,301100,Census Tract 3011,6491,810,4613,51,8,768,2,20,219,2854,2699,155
140,06,037,,,301203,Census Tract 3012.03,4368,362,3053,38,3,755,6,9,142,1955,1872,83
140,06,037,,,301204,Census Tract 3012.04,4990,568,3128,151,2,937,0,11,193,2224,2099,125
140,06,037,,,301205,Census Tract 3012.05,2209,192,1671,18,0,262,0,0,66,755,734,21
140,06,037,,,301206,Census Tract 3012.06,5363,433,3655,44,4,961,1,19,246,2015,1925,90
140,06,037,,,301300,Census Tract 3013,2016,211,1594,15,2,146,0,4,44,723,703,20
140,06,037,,,301400,Census Tract 3014,3865,287,3140,24,0,272,2,5,135,1350,1305,45
140,06,037,,,301501,Census Tract 3015.01,1902,159,1511,8,0,159,1,8,56,612,599,13
140,06,037,,,301502,Census Tract 3015.02,6908,594,5370,79,2,524,0,9,330,2589,2471,118
140,06,037,,,301601,Census Tract 3016.01,6198,1171,4143,74,4,515,2,16,273,2356,2214,142
140,06,037,,,301602,Census Tract 3016.02,3908,1666,1488,86,5,540,4,20,99,1683,1561,122
140,06,037,,,301701,Census Tract 3017.01,2849,618,1602,34,10,467,1,1,116,1155,1109,46
140,06,037,,,301702,Census Tract 3017.02,5556,980,3526,46,14,762,2,9,217,2103,1983,120
140,06,037,,,301801,Census Tract 3018.01,4079,770,2120,98,10,881,2,8,190,1945,1759,186
140,06,037,,,301802,Census Tract 3018.02,3578,581,2200,34,1,607,2,2,151,1405,1326,79
140,06,037,,,301900,Census Tract 3019,7810,1093,5013,126,6,1253,4,15,300,3426,3238,188
140,06,037,,,302002,Census Tract 3020.02,3532,540,2210,83,8,543,7,6,135,1888,1722,166
140,06,037,,,302003,Census Tract 3020.03,3578,449,2533,40,2,446,0,5,103,1463,1401,62
140,06,037,,,302004,Census Tract 3020.04,4214,660,2585,47,3,734,5,5,175,1700,1618,82
140,06,037,,,302102,Census Tract 3021.02,6439,1393,3640,91,4,1157,1,6,147,2761,2543,218
140,06,037,,,302103,Census Tract 3021.03,5504,1216,3032,49,1,1004,1,15,186,2047,1935,112
140,06,037,,,302104,Census Tract 3021.04,3917,1006,1543,103,6,1103,6,13,137,1565,1487,78
140,06,037,,,302201,Census Tract 3022.01,3856,561,2653,37,0,462,1,5,137,1699,1633,66
140,06,037,,,302202,Census Tract 3022.02,5254,1253,3135,50,2,633,3,15,163,1993,1918,75
140,06,037,,,302301,Census Tract 3023.01,3790,801,1935,66,10,890,0,12,76,1549,1357,192
140,06,037,,,302302,Census Tract 3023.02,4895,1682,2181,84,15,813,12,9,99,1827,1711,116
140,06,037,,,302401,Census Tract 3024.01,5944,2217,2449,113,6,1004,4,14,137,2252,2147,105
140,06,037,,,302503,Census Tract 3025.03,4330,1099,2597,28,0,495,1,5,105,1524,1462,62
140,06,037,,,302504,Census Tract 3025.04,4234,1392,2150,35,2,531,1,3,120,1512,1434,78
140,06,037,,,302505,Census Tract 3025.05,3749,1631,1454,57,5,499,1,7,95,1504,1400,104
140,06,037,,,302506,Census Tract 3025.06,3534,1034,1906,77,1,391,1,10,114,1369,1303,66
140,06,037,,,310100,Census Tract 3101,5849,626,4239,55,8,752,3,14,152,2084,2019,65
140,06,037,,,310201,Census Tract 3102.01,5466,748,3680,94,1,762,3,16,162,2130,2025,105
140,06,037,,,310202,Census Tract 3102.02,4985,648,3565,92,3,472,1,7,197,1916,1830,86
140,06,037,,,310300,Census Tract 3103,2987,323,2078,20,1,462,1,7,95,1082,1063,19
140,06,037,,,310400,Census Tract 3104,3379,802,2060,33,6,362,6,11,99,1351,1298,53
140,06,037,,,310501,Census Tract 3105.01,3205,1848,891,88,8,296,0,5,69,1144,1081,63
140,06,037,,,310601,Census Tract 3106.01,5716,1845,2486,178,7,977,8,21,194,2488,2259,229
140,06,037,,,310602,Census Tract 3106.02,2655,543,1553,72,1,401,8,7,70,1159,1090,69
140,06,037,,,310701,Census Tract 3107.01,2361,388,1560,36,2,286,0,2,87,1177,1136,41
140,06,037,,,310702,Census Tract 3107.02,7104,1031,4639,246,11,889,6,24,258,3890,3578,312
140,06,037,,,310703,Census Tract 3107.03,5114,916,3394,104,6,445,3,7,239,2177,2072,105
140,06,037,,,310800,Census Tract 3108,4909,1479,2650,98,14,504,2,10,152,2092,1994,98
140,06,037,,,310900,Census Tract 3109,6870,2189,3625,103,19,750,3,19,162,2570,2487,83
140,06,037,,,311000,Census Tract 3110,3755,1210,1923,66,8,448,2,16,82,1480,1418,62
140,06,037,,,311100,Census Tract 3111,3897,1522,1781,72,11,419,2,3,87,1399,1353,46
140,06,037,,,311200,Census Tract 3112,3138,1036,1737,38,2,263,1,2,59,1322,1256,66
140,06,037,,,311300,Census Tract 3113,3811,952,2285,67,18,393,0,5,91,1525,1472,53
140,06,037,,,311400,Census Tract 3114,2274,378,1601,34,5,188,0,6,62,1036,972,64
140,06,037,,,311500,Census Tract 3115,5633,1314,3436,128,9,573,4,14,155,2502,2385,117
140,06,037,,,311600,Census Tract 3116,7249,1161,4665,368,23,797,5,28,202,4124,3899,225
140,06,037,,,311700,Census Tract 3117,6137,1171,3994,156,7,613,5,11,180,2768,2607,161
140,06,037,,,311801,Census Tract 3118.01,3033,1322,1242,125,4,235,7,7,91,1368,1269,99
140,06,037,,,311802,Census Tract 3118.02,3813,1858,1181,170,22,466,6,7,103,1525,1377,148
140,06,037,,,320000,Census Tract 3200,0,0,0,0,0,0,0,0,0,0,0,0
140,06,037,,,320100,Census Tract 3201,7144,6452,516,66,14,73,1,3,19,1773,1693,80
140,06,037,,,320201,Census Tract 3202.01,3756,3531,174,22,8,8,0,0,13,1135,1051,84
140,06,037,,,320202,Census Tract 3202.02,5797,5188,432,29,24,67,17,7,33,1519,1433,86
140,06,037,,,320300,Census Tract 3203,6948,6696,137,29,20,44,1,4,17,1864,1790,74
140,06,037,,,400204,Census Tract 4002.04,6454,1228,4152,220,18,670,6,13,147,2192,2162,30
140,06,037,,,400205,Census Tract 4002.05,3204,449,1798,189,10,659,5,8,86,1055,1000,55
140,06,037,,,400206,Census Tract 4002.06,5328,934,3224,139,11,851,0,7,162,1837,1801,36
140,06,037,,,400207,Census Tract 4002.07,4798,1179,3020,77,21,359,14,3,125,1585,1557,28
140,06,037,,,400302,Census Tract 4003.02,3016,1142,1502,83,12,223,2,1,51,1177,1157,20
140,06,037,,,400304,Census Tract 4003.04,6714,2223,3483,208,17,581,12,9,181,2560,2433,127
140,06,037,,,400402,Census Tract 4004.02,4125,964,2636,42,6,366,0,10,101,1448,1410,38
140,06,037,,,400403,Census Tract 4004.03,3815,1228,2062,126,8,292,0,5,94,1416,1359,57
140,06,037,,,400404,Census Tract 4004.04,4453,673,3348,37,3,288,4,14,86,1526,1491,35
140,06,037,,,400501,Census Tract 4005.01,2126,330,1585,7,3,150,0,2,49,734,712,22
140,06,037,,,400602,Census Tract 4006.02,4719,3506,854,74,15,212,3,5,50,1476,1399,77
140,06,037,,,400603,Census Tract 4006.03,5249,2416,1555,285,13,832,11,8,129,1989,1903,86
140,06,037,,,400604,Census Tract 4006.04,2980,1424,954,86,2,465,7,1,41,1069,1006,63
140,06,037,,,400800,Census Tract 4008,3967,697,2592,120,9,369,8,7,165,826,788,38
140,06,037,,,400900,Census Tract 4009,4086,1123,2399,54,11,399,1,8,91,1540,1463,77
140,06,037,,,401001,Census Tract 4010.01,3140,584,2290,5,3,177,5,7,69,1059,1043,16
140,06,037,,,401002,Census Tract 4010.02,3973,973,2620,39,13,224,2,7,95,1707,1625,82
140,06,037,,,401101,Census Tract 4011.01,5663,2051,2838,154,19,423,6,20,152,2111,1996,115
140,06,037,,,401102,Census Tract 4011.02,3101,1170,1599,60,8,180,2,4,78,1195,1144,51
140,06,037,,,401201,Census Tract 4012.01,3110,799,1913,50,8,255,1,3,81,1097,1063,34
140,06,037,,,401202,Census Tract 4012.02,4371,1615,2140,49,6,429,9,5,118,1406,1375,31
